X,Y
-4684.834375,-3802.08125
-4544.834375,-3622.08125
-4416.834375,-3448.08125
-4288.834375,-3271.08125
-4205.834375,-3157.08125
-4027.834375,-2913.08125
-3783.834375,-2573.08125
-3719.834375,-2479.08125
-3528.834375,-2194.08125
-3315.834375,-1880.0812500000002
-3199.834375,-1718.0812500000002
-3099.834375,-1585.0812500000002
-2862.834375,-1303.0812500000002
-2779.834375,-1217.0812500000002
-2656.834375,-1107.0812500000002
-2465.834375,-979.0812500000002
-2330.834375,-916.0812500000002
-2040.834375,-839.0812500000002
-1789.834375,-818.0812500000002
-1588.834375,-820.0812500000002
-1341.834375,-841.0812500000002
-1127.834375,-871.0812500000002
-1045.834375,-882.0812500000002
-880.8343749999999,-896.0812500000002
-646.8343749999999,-898.0812500000002
-417.8343749999999,-877.0812500000002
-233.8343749999999,-835.0812500000002
-121.83437499999991,-798.0812500000002
119.16562500000009,-685.0812500000002
246.1656250000001,-604.0812500000002
456.1656250000001,-438.0812500000002
554.1656250000001,-346.0812500000002
672.1656250000001,-227.08125000000018
789.1656250000001,-109.08125000000018
956.1656250000001,51.91874999999982
1060.165625,147.91874999999982
1270.165625,329.9187499999998
1450.165625,470.9187499999998
1611.165625,549.9187499999998
1690.165625,562.9187499999998
1783.165625,560.9187499999998
1847.165625,549.9187499999998
1887.165625,537.9187499999998
1961.165625,501.9187499999998
2021.165625,458.9187499999998
2099.165625,372.9187499999998
2157.165625,249.91874999999982
2191.165625,109.91874999999982
2201.165625,22.918749999999818
2208.165625,-54.08125000000018
2217.165625,-147.08125000000018
2235.165625,-242.08125000000018
2269.165625,-339.0812500000002
2324.165625,-432.0812500000002
2361.165625,-477.0812500000002
2400.165625,-516.0812500000002
2455.165625,-559.0812500000002
2522.165625,-595.0812500000002
2541.165625,-601.0812500000002
2635.165625,-603.0812500000002
2725.165625,-554.0812500000002
2779.165625,-507.0812500000002
2813.165625,-469.0812500000002
2860.165625,-409.0812500000002
2898.165625,-352.0812500000002
2948.165625,-264.0812500000002
2995.165625,-160.08125000000018
3042.165625,-24.081250000000182
3080.165625,109.91874999999982
3105.165625,214.91874999999982
3129.165625,342.9187499999998
3144.165625,473.9187499999998
3148.165625,574.9187499999998
3145.165625,679.9187499999998
3133.165625,798.9187499999998
3117.165625,895.9187499999998
3094.165625,992.9187499999998
3051.165625,1124.9187499999998
2930.165625,1372.9187499999998
2792.165625,1570.9187499999998
2571.165625,1800.9187499999998
2405.165625,1938.9187499999998
2230.165625,2072.91875
2018.165625,2237.91875
1972.165625,2275.91875
1692.165625,2509.91875
1549.165625,2631.91875
1382.165625,2775.91875
1236.165625,2899.91875
1077.165625,3036.91875
941.1656250000001,3152.91875
767.1656250000001,3302.91875
580.1656250000001,3465.91875
454.1656250000001,3576.91875
316.1656250000001,3698.91875
125.16562500000009,3865.91875
10.165625000000091,3966.91875
-195.8343749999999,4147.91875
-364.8343749999999,4294.91875
-535.8343749999999,4441.91875
-653.8343749999999,4544.91875
-784.8343749999999,4659.91875
-978.8343749999999,4832.91875
-1122.834375,4961.91875
-1292.834375,5114.91875
-1560.834375,5336.91875
-1781.834375,5479.91875
-1899.834375,5536.91875
-2117.834375,5601.91875
-2214.834375,5610.91875
-2351.834375,5610.91875
-2441.834375,5604.91875
-2648.834375,5535.91875
-2813.834375,5403.91875
-2884.834375,5295.91875
-2923.834375,5217.91875
-2974.834375,5064.91875
-2989.834375,4942.91875
-2996.834375,4814.91875
-3004.834375,4662.91875
-3013.834375,4577.91875
-3031.834375,4492.91875
-3067.834375,4400.91875
-3117.834375,4318.91875
-3210.834375,4219.91875
-3329.834375,4144.91875
-3465.834375,4104.91875
-3562.834375,4105.91875
-3610.834375,4117.91875
-3658.834375,4137.91875
-3778.834375,4225.91875
-3846.834375,4309.91875
-3891.834375,4391.91875
-3907.834375,4428.91875
-3949.834375,4577.91875
-3960.834375,4727.91875
-3955.834375,4827.91875
-3946.834375,4899.91875
-3888.834375,5146.91875
-3850.834375,5254.91875
-3810.834375,5352.91875
-3739.834375,5506.91875
-3652.834375,5674.91875
-3525.834375,5903.91875
-3383.834375,6118.91875
-3256.834375,6284.91875
-3164.834375,6393.91875
-3045.834375,6518.91875
-2951.834375,6610.91875
-2809.834375,6739.91875
-2584.834375,6914.91875
-2432.834375,7014.91875
-2353.834375,7058.91875
-2199.834375,7133.91875
-2012.834375,7211.91875
-1819.834375,7278.91875
-1651.834375,7326.91875
-1590.834375,7342.91875
-1371.834375,7390.91875
-1050.834375,7441.91875
-593.8343749999999,7492.91875
-378.8343749999999,7515.91875
-179.8343749999999,7534.91875
122.16562500000009,7566.91875
442.1656250000001,7601.91875
594.1656250000001,7618.91875
933.1656250000001,7658.91875
1171.165625,7689.91875
1324.165625,7710.91875
1461.165625,7728.91875
1665.165625,7752.91875
1956.165625,7775.91875
2088.165625,7775.91875
2337.165625,7742.91875
2485.165625,7701.91875
2800.165625,7548.91875
2961.165625,7427.91875
3092.165625,7301.91875
3275.165625,7027.91875
3339.165625,6891.91875
3405.165625,6722.91875
3479.165625,6488.91875
3523.165625,6329.91875
3592.165625,6041.91875
3649.165625,5766.91875
3663.165625,5686.91875
3714.165625,5355.91875
3759.165625,4956.91875
3780.165625,4688.91875
3790.165625,4503.91875
3794.165625,4352.91875
3799.165625,4115.91875
3805.165625,3928.91875
3811.165625,3776.91875
3820.165625,3629.91875
3850.165625,3376.91875
3879.165625,3208.91875
3896.165625,3124.91875
3953.165625,2892.91875
4026.165625,2646.91875
4119.165625,2389.91875
4190.165625,2214.91875
4275.165625,1990.9187499999998
4329.165625,1802.9187499999998
4352.165625,1658.9187499999998
4341.165625,1378.9187499999998
4315.165625,1228.9187499999998
4275.165625,1051.9187499999998
4234.165625,892.9187499999998
4200.165625,751.9187499999998
4176.165625,641.9187499999998
4141.165625,421.9187499999998
4135.165625,191.91874999999982
4190.165625,-68.08125000000018
4263.165625,-233.08125000000018
4345.165625,-378.0812500000002
4459.165625,-567.0812500000002
4517.165625,-676.0812500000002
4580.165625,-848.0812500000002
4607.165625,-1048.0812500000002
4599.165625,-1148.0812500000002
4546.165625,-1356.0812500000002
4523.165625,-1415.0812500000002
4391.165625,-1644.0812500000002
4243.165625,-1802.0812500000002
4124.165625,-1887.0812500000002
4054.165625,-1928.0812500000002
3811.165625,-2056.08125
3686.165625,-2137.08125
3611.165625,-2198.08125
3380.165625,-2433.08125
3286.165625,-2543.08125
3178.165625,-2687.08125
3145.165625,-2736.08125
3034.165625,-2916.08125
2939.165625,-3091.08125
2847.165625,-3271.08125
2792.165625,-3384.08125
2715.165625,-3540.08125
2645.165625,-3684.08125
2434.165625,-4125.08125
2413.165625,-4170.08125
2252.165625,-4506.08125
2150.165625,-4719.08125
2061.165625,-4903.08125
1987.165625,-5057.08125
1859.165625,-5320.08125
1762.165625,-5522.08125
1686.165625,-5679.08125
1588.165625,-5883.08125
1490.165625,-6087.08125
1376.165625,-6321.08125
1261.165625,-6559.08125
1167.165625,-6750.08125
1032.165625,-7021.08125
913.1656250000001,-7261.08125
774.1656250000001,-7532.08125
710.1656250000001,-7657.08125
619.1656250000001,-7832.08125
474.1656250000001,-8105.08125
308.1656250000001,-8405.08125
199.1656250000001,-8591.08125
123.16562500000009,-8713.08125
-63.83437499999991,-8971.08125
-142.8343749999999,-9062.08125
-305.8343749999999,-9217.08125
-498.8343749999999,-9341.08125
-605.8343749999999,-9389.08125
-774.8343749999999,-9440.08125
-936.8343749999999,-9456.08125
-1123.834375,-9437.08125
-1289.834375,-9387.08125
-1445.834375,-9309.08125
-1556.834375,-9230.08125
-1669.834375,-9129.08125
-1778.834375,-9003.08125
-1890.834375,-8842.08125
-1967.834375,-8707.08125
-2054.834375,-8542.08125
-2157.834375,-8353.08125
-2257.834375,-8192.08125
-2447.834375,-7924.08125
-2538.834375,-7802.08125
-2656.834375,-7642.08125
-2793.834375,-7458.08125
-2916.834375,-7298.08125
-3103.834375,-7071.08125
-3289.834375,-6857.08125
-3367.834375,-6770.08125
-3516.834375,-6602.08125
-3580.834375,-6531.08125
-3616.834375,-6492.08125
-3777.834375,-6348.08125
-3850.834375,-6304.08125
-3936.834375,-6269.08125
-4037.834375,-6251.08125
-4185.834375,-6262.08125
-4283.834375,-6305.08125
-4366.834375,-6365.08125
-4450.834375,-6429.08125
-4551.834375,-6487.08125
-4605.834375,-6505.08125
-4661.834375,-6512.08125
-4778.834375,-6496.08125
-4867.834375,-6467.08125
-4889.834375,-6458.08125
-4953.834375,-6427.08125
-5056.834375,-6358.08125
-5176.834375,-6230.08125
-5251.834375,-6136.08125
-5368.834375,-5951.08125
-5424.834375,-5813.08125
-5483.834375,-5565.08125
-5494.834375,-5456.08125
-5486.834375,-5184.08125
-5443.834375,-4969.08125
-5315.834375,-4672.08125
-5274.834375,-4601.08125
-5140.834375,-4404.08125
-4957.834375,-4151.08125
