X,Y
-1150.6,2440.76875
-1152.6,2628.76875
-1143.6,2745.76875
-1126.6,2849.76875
-1058.6,3059.76875
-967.5999999999999,3233.76875
-863.5999999999999,3420.76875
-796.5999999999999,3645.76875
-782.5999999999999,3832.76875
-812.5999999999999,4122.76875
-888.5999999999999,4421.76875
-984.5999999999999,4692.76875
-1199.6,4901.76875
-1371.6,4996.76875
-1467.6,5098.76875
-1528.6,5217.76875
-1570.6,5380.76875
-1593.6,5614.76875
-1594.6,5883.76875
-1584.6,6061.76875
-1553.6,6278.76875
-1494.6,6466.76875
-1364.6,6676.76875
-1144.6,6862.76875
-707.5999999999999,7125.76875
-625.5999999999999,7215.76875
-554.5999999999999,7335.76875
-501.5999999999999,7482.76875
-481.5999999999999,7567.76875
-443.5999999999999,7786.76875
-414.5999999999999,7939.76875
-361.5999999999999,8163.76875
-311.5999999999999,8346.76875
-235.5999999999999,8601.76875
-201.5999999999999,8717.76875
-144.5999999999999,8967.76875
-100.59999999999991,9289.76875
-71.59999999999991,9537.76875
-53.59999999999991,9726.76875
-42.59999999999991,9852.76875
-32.59999999999991,9980.76875
-16.59999999999991,10253.76875
-11.599999999999909,10445.76875
-17.59999999999991,10801.76875
-22.59999999999991,10965.76875
-28.59999999999991,11130.76875
-40.59999999999991,11395.76875
-49.59999999999991,11578.76875
-66.59999999999991,11928.76875
-78.59999999999991,12163.76875
-88.59999999999991,12364.76875
-106.59999999999991,12631.76875
-157.5999999999999,13029.76875
-211.5999999999999,13318.76875
-285.5999999999999,13568.76875
-363.5999999999999,13712.76875
-434.5999999999999,13799.76875
-491.5999999999999,13851.76875
-555.5999999999999,13895.76875
-840.5999999999999,13968.76875
-943.5999999999999,13944.76875
-1017.5999999999999,13909.76875
-1134.6,13819.76875
-1207.6,13731.76875
-1266.6,13629.76875
-1324.6,13462.76875
-1352.6,13288.76875
-1358.6,13187.76875
-1356.6,13012.76875
-1346.6,12880.76875
-1322.6,12722.76875
-1235.6,12438.76875
-1164.6,12298.76875
-1082.6,12169.76875
-993.5999999999999,12029.76875
-895.5999999999999,11859.76875
-838.5999999999999,11744.76875
-775.5999999999999,11583.76875
-721.5999999999999,11386.76875
-696.5999999999999,11254.76875
-672.5999999999999,11059.76875
-651.5999999999999,10723.76875
-658.5999999999999,10476.76875
-705.5999999999999,10136.76875
-769.5999999999999,9892.76875
-832.5999999999999,9713.76875
-917.5999999999999,9515.76875
-1035.6,9262.76875
-1111.6,9086.76875
-1187.6,8876.76875
-1261.6,8574.76875
-1282.6,8447.76875
-1332.6,8171.76875
-1365.6,8079.76875
-1448.6,7947.76875
-1627.6,7823.76875
-1790.6,7793.76875
-1912.6,7770.76875
-2015.6,7721.76875
-2024.6,7714.76875
-2158.6,7565.76875
-2237.6,7417.76875
-2271.6,7319.76875
-2303.6,7185.76875
-2332.6,6966.76875
-2342.6,6823.76875
-2347.6,6623.76875
-2339.6,6210.76875
-2320.6,5992.76875
-2296.6,5832.76875
-2271.6,5699.76875
-2225.6,5509.76875
-2144.6,5253.76875
-2074.6,5071.76875
-2007.6,4912.76875
-1944.6,4767.76875
-1894.6,4650.76875
-1787.6,4382.76875
-1741.6,4253.76875
-1624.6,3829.76875
-1598.6,3704.76875
-1579.6,3590.76875
-1551.6,3378.76875
-1543.6,3295.76875
-1534.6,3161.76875
-1526.6,2943.76875
-1520.6,2774.76875
-1511.6,2588.76875
-1482.6,2298.76875
-1449.6,2075.76875
-1371.6,1719.7687500000002
-1325.6,1568.7687500000002
-1247.6,1363.7687500000002
-1060.6,990.7687500000002
-940.5999999999999,791.7687500000002
-893.5999999999999,714.7687500000002
-779.5999999999999,511.7687500000002
-657.5999999999999,250.76875000000018
-575.5999999999999,29.768750000000182
-537.5999999999999,-91.23124999999982
-487.5999999999999,-285.2312499999998
-439.5999999999999,-517.2312499999998
-377.5999999999999,-968.2312499999998
-359.5999999999999,-1207.2312499999998
-352.5999999999999,-1351.2312499999998
-352.5999999999999,-1529.2312499999998
-358.5999999999999,-1728.2312499999998
-368.5999999999999,-1891.2312499999998
-399.5999999999999,-2197.23125
-448.5999999999999,-2527.23125
