X,Y
-3579.659375,-2184.6031249999996
-3579.659375,-2184.6031249999996
-3592.659375,-1966.6031249999996
-3582.659375,-1697.6031249999996
-3568.659375,-1506.6031249999996
-3546.659375,-1299.6031249999996
-3546.659375,-1299.6031249999996
-3525.659375,-1165.6031249999996
-3474.659375,-912.6031249999996
-3436.659375,-758.6031249999996
-3414.659375,-679.6031249999996
-3414.659375,-679.6031249999996
-3393.659375,-610.6031249999996
-3346.659375,-477.60312499999964
-3320.659375,-423.60312499999964
-3210.659375,-322.60312499999964
-3210.659375,-322.60312499999964
-3128.659375,-293.60312499999964
-3068.659375,-280.60312499999964
-2972.659375,-266.60312499999964
-2906.659375,-259.60312499999964
-2906.659375,-259.60312499999964
-2768.659375,-248.60312499999964
-2634.659375,-236.60312499999964
-2490.659375,-219.60312499999964
-2450.659375,-214.60312499999964
-2295.659375,-186.60312499999964
-2295.659375,-186.60312499999964
-2101.659375,-143.60312499999964
-1896.6593750000002,-92.60312499999964
-1753.6593750000002,-57.603124999999636
-1609.6593750000002,-21.603124999999636
-1609.6593750000002,-21.603124999999636
-1473.6593750000002,13.396875000000364
-1299.6593750000002,58.396875000000364
-1253.6593750000002,69.39687500000036
-989.6593750000002,117.39687500000036
-989.6593750000002,117.39687500000036
-852.6593750000002,131.39687500000036
-671.6593750000002,148.39687500000036
-523.6593750000002,176.39687500000036
-350.6593750000002,239.39687500000036
-350.6593750000002,239.39687500000036
-164.65937500000018,332.39687500000036
-19.659375000000182,404.39687500000036
155.34062499999982,479.39687500000036
408.3406249999998,557.3968750000004
570.3406249999998,589.3968750000004
570.3406249999998,589.3968750000004
787.3406249999998,618.3968750000004
1026.3406249999998,648.3968750000004
1195.3406249999998,680.3968750000004
1503.3406249999998,811.3968750000004
1503.3406249999998,811.3968750000004
1660.3406249999998,942.3968750000004
1742.3406249999998,1052.3968750000004
1778.3406249999998,1124.3968750000004
1818.3406249999998,1270.3968750000004
1818.3406249999998,1270.3968750000004
1826.3406249999998,1395.3968750000004
1807.3406249999998,1559.3968750000004
1764.3406249999998,1692.3968750000004
1741.3406249999998,1743.3968750000004
1741.3406249999998,1743.3968750000004
1660.3406249999998,1883.3968750000004
1586.3406249999998,1984.3968750000004
1498.3406249999998,2089.3968750000004
1451.3406249999998,2148.3968750000004
1451.3406249999998,2148.3968750000004
1394.3406249999998,2231.3968750000004
1348.3406249999998,2340.3968750000004
1345.3406249999998,2479.3968750000004
1362.3406249999998,2549.3968750000004
1454.3406249999998,2745.3968750000004
1454.3406249999998,2745.3968750000004
1498.3406249999998,2811.3968750000004
1542.3406249999998,2871.3968750000004
1644.3406249999998,2991.3968750000004
1766.3406249999998,3124.3968750000004
1766.3406249999998,3124.3968750000004
1894.3406249999998,3279.3968750000004
1969.3406249999998,3385.3968750000004
2045.3406249999998,3498.3968750000004
2108.340625,3590.3968750000004
2108.340625,3590.3968750000004
2215.340625,3735.3968750000004
2307.340625,3850.3968750000004
2375.340625,3931.3968750000004
2461.340625,4027.3968750000004
2461.340625,4027.3968750000004
2555.340625,4110.396875
2599.340625,4131.396875
2700.340625,4127.396875
2778.340625,4082.3968750000004
2810.340625,4048.3968750000004
2810.340625,4048.3968750000004
2853.340625,3964.3968750000004
2869.340625,3907.3968750000004
2895.340625,3806.3968750000004
2914.340625,3740.3968750000004
2914.340625,3740.3968750000004
2944.340625,3647.3968750000004
2957.340625,3613.3968750000004
2996.340625,3518.3968750000004
3032.340625,3444.3968750000004
