Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,race_name,year,LapTimeSec,CompoundNum,TireLifeSq,LapNum,DriverFastLap,DeltaFromFastest,DeltaNormalized
0 days 01:09:46.112000,RUS,63,0 days 00:01:37.784000,6.0,1.0,,,0 days 00:00:31.360000,0 days 00:00:42.508000,0 days 00:00:23.916000,0 days 01:08:39.713000,0 days 01:09:22.221000,0 days 01:09:46.137000,225.0,252.0,277.0,289.0,False,SOFT,9.0,False,Mercedes,0 days 01:08:08.328000,,1,2.0,,,False,True,Bahrain,2024,97.784,0,81.0,6.0,95.065,2.7190000000000083,-0.48799999999999955
0 days 01:11:24.194000,RUS,63,0 days 00:01:38.082000,7.0,1.0,,,0 days 00:00:31.480000,0 days 00:00:42.577000,0 days 00:00:24.025000,0 days 01:10:17.617000,0 days 01:11:00.194000,0 days 01:11:24.219000,226.0,251.0,278.0,286.0,False,SOFT,10.0,False,Mercedes,0 days 01:09:46.112000,,1,2.0,,,False,True,Bahrain,2024,98.082,0,100.0,7.0,95.065,3.016999999999996,-0.4270000000000067
0 days 01:13:02.056000,RUS,63,0 days 00:01:37.862000,8.0,1.0,,,0 days 00:00:31.238000,0 days 00:00:42.646000,0 days 00:00:23.978000,0 days 01:11:55.457000,0 days 01:12:38.103000,0 days 01:13:02.081000,230.0,246.0,278.0,288.0,False,SOFT,11.0,False,Mercedes,0 days 01:11:24.194000,,1,2.0,,,False,True,Bahrain,2024,97.862,0,121.0,8.0,95.065,2.796999999999997,-0.5050000000000097
0 days 01:14:39.786000,RUS,63,0 days 00:01:37.730000,9.0,1.0,,,0 days 00:00:31.120000,0 days 00:00:42.578000,0 days 00:00:24.032000,0 days 01:13:33.201000,0 days 01:14:15.779000,0 days 01:14:39.811000,231.0,246.0,278.0,292.0,False,SOFT,12.0,False,Mercedes,0 days 01:13:02.056000,,1,2.0,,,False,True,Bahrain,2024,97.73,0,144.0,9.0,95.065,2.6650000000000063,-0.8695000000000022
0 days 01:16:17.568000,RUS,63,0 days 00:01:37.782000,10.0,1.0,,,0 days 00:00:31.247000,0 days 00:00:42.538000,0 days 00:00:23.997000,0 days 01:15:11.058000,0 days 01:15:53.596000,0 days 01:16:17.593000,226.0,255.0,277.0,288.0,False,SOFT,13.0,False,Mercedes,0 days 01:14:39.786000,,12,2.0,,,False,True,Bahrain,2024,97.782,0,169.0,10.0,95.065,2.7169999999999987,-0.43949999999999534
0 days 01:21:33.710000,RUS,63,0 days 00:01:37.167000,13.0,2.0,,,0 days 00:00:30.759000,0 days 00:00:42.479000,0 days 00:00:23.929000,0 days 01:20:27.327000,0 days 01:21:09.806000,0 days 01:21:33.735000,232.0,254.0,284.0,296.0,False,HARD,2.0,True,Mercedes,0 days 01:19:56.543000,,1,7.0,,,False,True,Bahrain,2024,97.167,2,4.0,13.0,95.065,2.102000000000004,-0.19599999999999795
0 days 01:23:11.281000,RUS,63,0 days 00:01:37.571000,14.0,2.0,,,0 days 00:00:30.851000,0 days 00:00:42.740000,0 days 00:00:23.980000,0 days 01:22:04.586000,0 days 01:22:47.326000,0 days 01:23:11.306000,218.0,255.0,279.0,319.0,False,HARD,3.0,True,Mercedes,0 days 01:21:33.710000,,1,7.0,,,False,True,Bahrain,2024,97.571,2,9.0,14.0,95.065,2.5060000000000002,0.016999999999995907
0 days 01:24:48.203000,RUS,63,0 days 00:01:36.922000,15.0,2.0,,,0 days 00:00:31.038000,0 days 00:00:42.152000,0 days 00:00:23.732000,0 days 01:23:42.344000,0 days 01:24:24.496000,0 days 01:24:48.228000,230.0,251.0,280.0,291.0,False,HARD,4.0,True,Mercedes,0 days 01:23:11.281000,,1,4.0,,,False,True,Bahrain,2024,96.922,2,16.0,15.0,95.065,1.8569999999999993,-0.3534999999999968
0 days 01:26:24.886000,RUS,63,0 days 00:01:36.683000,16.0,2.0,,,0 days 00:00:31.030000,0 days 00:00:42.084000,0 days 00:00:23.569000,0 days 01:25:19.258000,0 days 01:26:01.342000,0 days 01:26:24.911000,227.0,257.0,278.0,295.0,False,HARD,5.0,True,Mercedes,0 days 01:24:48.203000,,1,3.0,,,False,True,Bahrain,2024,96.683,2,25.0,16.0,95.065,1.6180000000000092,-0.6629999999999967
0 days 01:28:01.120000,RUS,63,0 days 00:01:36.234000,17.0,2.0,,,0 days 00:00:30.747000,0 days 00:00:41.766000,0 days 00:00:23.721000,0 days 01:26:55.658000,0 days 01:27:37.424000,0 days 01:28:01.145000,228.0,256.0,278.0,298.0,True,HARD,6.0,True,Mercedes,0 days 01:26:24.886000,,1,3.0,,,False,True,Bahrain,2024,96.234,2,36.0,17.0,95.065,1.168999999999997,-1.1580000000000013
0 days 01:29:38.939000,RUS,63,0 days 00:01:37.819000,18.0,2.0,,,0 days 00:00:31.462000,0 days 00:00:42.532000,0 days 00:00:23.825000,0 days 01:28:32.607000,0 days 01:29:15.139000,0 days 01:29:38.964000,232.0,257.0,274.0,290.0,False,HARD,7.0,True,Mercedes,0 days 01:28:01.120000,,1,4.0,,,False,True,Bahrain,2024,97.819,2,49.0,18.0,95.065,2.754000000000005,0.2669999999999959
0 days 01:31:16.172000,RUS,63,0 days 00:01:37.233000,19.0,2.0,,,0 days 00:00:31.101000,0 days 00:00:42.267000,0 days 00:00:23.865000,0 days 01:30:10.065000,0 days 01:30:52.332000,0 days 01:31:16.197000,228.0,247.0,280.0,293.0,False,HARD,8.0,True,Mercedes,0 days 01:29:38.939000,,1,4.0,,,False,True,Bahrain,2024,97.233,2,64.0,19.0,95.065,2.1680000000000064,-0.24199999999999022
0 days 01:32:52.904000,RUS,63,0 days 00:01:36.732000,20.0,2.0,,,0 days 00:00:30.862000,0 days 00:00:42.099000,0 days 00:00:23.771000,0 days 01:31:47.059000,0 days 01:32:29.158000,0 days 01:32:52.929000,229.0,250.0,280.0,292.0,False,HARD,9.0,True,Mercedes,0 days 01:31:16.172000,,1,4.0,,,False,True,Bahrain,2024,96.732,2,81.0,20.0,95.065,1.6670000000000016,-0.9689999999999941
0 days 01:34:29.673000,RUS,63,0 days 00:01:36.769000,21.0,2.0,,,0 days 00:00:30.870000,0 days 00:00:42.180000,0 days 00:00:23.719000,0 days 01:33:23.799000,0 days 01:34:05.979000,0 days 01:34:29.698000,229.0,253.0,280.0,294.0,False,HARD,10.0,True,Mercedes,0 days 01:32:52.904000,,1,4.0,,,False,True,Bahrain,2024,96.769,2,100.0,21.0,95.065,1.7040000000000077,-0.6229999999999905
0 days 01:36:06.665000,RUS,63,0 days 00:01:36.992000,22.0,2.0,,,0 days 00:00:30.840000,0 days 00:00:42.313000,0 days 00:00:23.839000,0 days 01:35:00.538000,0 days 01:35:42.851000,0 days 01:36:06.690000,229.0,248.0,280.0,295.0,False,HARD,11.0,True,Mercedes,0 days 01:34:29.673000,,1,4.0,,,False,True,Bahrain,2024,96.992,2,121.0,22.0,95.065,1.9270000000000067,-0.4329999999999927
0 days 01:37:43.619000,RUS,63,0 days 00:01:36.954000,23.0,2.0,,,0 days 00:00:31.043000,0 days 00:00:42.088000,0 days 00:00:23.823000,0 days 01:36:37.733000,0 days 01:37:19.821000,0 days 01:37:43.644000,229.0,256.0,280.0,290.0,False,HARD,12.0,True,Mercedes,0 days 01:36:06.665000,,1,4.0,,,False,True,Bahrain,2024,96.954,2,144.0,23.0,95.065,1.8889999999999958,-0.4890000000000043
0 days 01:39:20.355000,RUS,63,0 days 00:01:36.736000,24.0,2.0,,,0 days 00:00:30.867000,0 days 00:00:42.107000,0 days 00:00:23.762000,0 days 01:38:14.511000,0 days 01:38:56.618000,0 days 01:39:20.380000,231.0,246.0,280.0,295.0,False,HARD,13.0,True,Mercedes,0 days 01:37:43.619000,,1,4.0,,,False,True,Bahrain,2024,96.736,2,169.0,24.0,95.065,1.6710000000000065,-0.6039999999999992
0 days 01:40:57.283000,RUS,63,0 days 00:01:36.928000,25.0,2.0,,,0 days 00:00:30.941000,0 days 00:00:42.199000,0 days 00:00:23.788000,0 days 01:39:51.321000,0 days 01:40:33.520000,0 days 01:40:57.308000,231.0,250.0,280.0,295.0,False,HARD,14.0,True,Mercedes,0 days 01:39:20.355000,,1,4.0,,,False,True,Bahrain,2024,96.928,2,196.0,25.0,95.065,1.8629999999999995,-0.5870000000000033
0 days 01:42:34.084000,RUS,63,0 days 00:01:36.801000,26.0,2.0,,,0 days 00:00:30.867000,0 days 00:00:42.161000,0 days 00:00:23.773000,0 days 01:41:28.175000,0 days 01:42:10.336000,0 days 01:42:34.109000,232.0,258.0,280.0,295.0,False,HARD,15.0,True,Mercedes,0 days 01:40:57.283000,,1,4.0,,,False,True,Bahrain,2024,96.801,2,225.0,26.0,95.065,1.7360000000000042,-0.9475000000000051
0 days 01:44:10.899000,RUS,63,0 days 00:01:36.815000,27.0,2.0,,,0 days 00:00:30.930000,0 days 00:00:42.115000,0 days 00:00:23.770000,0 days 01:43:05.039000,0 days 01:43:47.154000,0 days 01:44:10.924000,232.0,253.0,280.0,294.0,False,HARD,16.0,True,Mercedes,0 days 01:42:34.084000,,1,4.0,,,False,True,Bahrain,2024,96.815,2,256.0,27.0,95.065,1.75,-0.3859999999999957
0 days 01:45:47.810000,RUS,63,0 days 00:01:36.911000,28.0,2.0,,,0 days 00:00:30.980000,0 days 00:00:42.149000,0 days 00:00:23.782000,0 days 01:44:41.904000,0 days 01:45:24.053000,0 days 01:45:47.835000,231.0,254.0,280.0,294.0,False,HARD,17.0,True,Mercedes,0 days 01:44:10.899000,,1,4.0,,,False,True,Bahrain,2024,96.911,2,289.0,28.0,95.065,1.8460000000000036,-0.3430000000000035
0 days 01:47:24.876000,RUS,63,0 days 00:01:37.066000,29.0,2.0,,,0 days 00:00:30.993000,0 days 00:00:42.224000,0 days 00:00:23.849000,0 days 01:46:18.828000,0 days 01:47:01.052000,0 days 01:47:24.901000,231.0,257.0,280.0,295.0,False,HARD,18.0,True,Mercedes,0 days 01:45:47.810000,,1,4.0,,,False,True,Bahrain,2024,97.066,2,324.0,29.0,95.065,2.0010000000000048,-0.019000000000005457
0 days 01:49:02.062000,RUS,63,0 days 00:01:37.186000,30.0,2.0,,,0 days 00:00:31.030000,0 days 00:00:42.221000,0 days 00:00:23.935000,0 days 01:47:55.931000,0 days 01:48:38.152000,0 days 01:49:02.087000,232.0,252.0,280.0,294.0,False,HARD,19.0,True,Mercedes,0 days 01:47:24.876000,,1,4.0,,,False,True,Bahrain,2024,97.186,2,361.0,30.0,95.065,2.1210000000000093,0.11400000000000432
0 days 01:54:14.572000,RUS,63,0 days 00:01:35.838000,33.0,3.0,,,0 days 00:00:30.638000,0 days 00:00:41.572000,0 days 00:00:23.628000,0 days 01:53:09.397000,0 days 01:53:50.969000,0 days 01:54:14.597000,232.0,246.0,293.0,301.0,True,HARD,2.0,True,Mercedes,0 days 01:52:38.734000,,1,9.0,,,False,True,Bahrain,2024,95.838,2,4.0,33.0,95.065,0.7729999999999961,-0.9030000000000058
0 days 01:55:49.813000,RUS,63,0 days 00:01:35.241000,34.0,3.0,,,0 days 00:00:30.286000,0 days 00:00:41.651000,0 days 00:00:23.304000,0 days 01:54:44.883000,0 days 01:55:26.534000,0 days 01:55:49.838000,234.0,254.0,281.0,309.0,True,HARD,3.0,True,Mercedes,0 days 01:54:14.572000,,1,6.0,,,False,True,Bahrain,2024,95.241,2,9.0,34.0,95.065,0.17600000000000193,-1.277000000000001
0 days 01:57:25.585000,RUS,63,0 days 00:01:35.772000,35.0,3.0,,,0 days 00:00:30.587000,0 days 00:00:41.817000,0 days 00:00:23.368000,0 days 01:56:20.425000,0 days 01:57:02.242000,0 days 01:57:25.610000,234.0,244.0,281.0,297.0,False,HARD,4.0,True,Mercedes,0 days 01:55:49.813000,,1,4.0,,,False,True,Bahrain,2024,95.772,2,16.0,35.0,95.065,0.7070000000000078,-0.5819999999999936
0 days 01:59:01.019000,RUS,63,0 days 00:01:35.434000,36.0,3.0,,,0 days 00:00:30.608000,0 days 00:00:41.494000,0 days 00:00:23.332000,0 days 01:57:56.218000,0 days 01:58:37.712000,0 days 01:59:01.044000,235.0,253.0,281.0,296.0,False,HARD,5.0,True,Mercedes,0 days 01:57:25.585000,,1,4.0,,,False,True,Bahrain,2024,95.434,2,25.0,36.0,95.065,0.3689999999999998,-0.8935000000000031
0 days 02:00:36.500000,RUS,63,0 days 00:01:35.481000,37.0,3.0,,,0 days 00:00:30.566000,0 days 00:00:41.586000,0 days 00:00:23.329000,0 days 01:59:31.610000,0 days 02:00:13.196000,0 days 02:00:36.525000,234.0,251.0,281.0,298.0,False,HARD,6.0,True,Mercedes,0 days 01:59:01.019000,,1,4.0,,,False,True,Bahrain,2024,95.481,2,36.0,37.0,95.065,0.4159999999999968,-0.35200000000000387
0 days 02:02:11.979000,RUS,63,0 days 00:01:35.479000,38.0,3.0,,,0 days 00:00:30.600000,0 days 00:00:41.469000,0 days 00:00:23.410000,0 days 02:01:07.125000,0 days 02:01:48.594000,0 days 02:02:12.004000,233.0,259.0,281.0,297.0,False,HARD,7.0,True,Mercedes,0 days 02:00:36.500000,,1,4.0,,,False,True,Bahrain,2024,95.479,2,49.0,38.0,95.065,0.4140000000000015,-0.6500000000000057
0 days 02:03:47.183000,RUS,63,0 days 00:01:35.204000,39.0,3.0,,,0 days 00:00:30.547000,0 days 00:00:41.329000,0 days 00:00:23.328000,0 days 02:02:42.551000,0 days 02:03:23.880000,0 days 02:03:47.208000,235.0,260.0,282.0,299.0,True,HARD,8.0,True,Mercedes,0 days 02:02:11.979000,,1,4.0,,,False,True,Bahrain,2024,95.204,2,64.0,39.0,95.065,0.1389999999999958,-0.6620000000000061
0 days 02:05:22.248000,RUS,63,0 days 00:01:35.065000,40.0,3.0,,,0 days 00:00:30.390000,0 days 00:00:41.347000,0 days 00:00:23.328000,0 days 02:04:17.598000,0 days 02:04:58.945000,0 days 02:05:22.273000,236.0,261.0,282.0,299.0,True,HARD,9.0,True,Mercedes,0 days 02:03:47.183000,,1,4.0,,,False,True,Bahrain,2024,95.065,2,81.0,40.0,95.065,0.0,-1.0060000000000002
0 days 02:06:57.341000,RUS,63,0 days 00:01:35.093000,41.0,3.0,,,0 days 00:00:30.541000,0 days 00:00:41.250000,0 days 00:00:23.302000,0 days 02:05:52.814000,0 days 02:06:34.064000,0 days 02:06:57.366000,235.0,263.0,282.0,296.0,False,HARD,10.0,True,Mercedes,0 days 02:05:22.248000,,1,4.0,,,False,True,Bahrain,2024,95.093,2,100.0,41.0,95.065,0.028000000000005798,-0.5510000000000019
0 days 02:08:32.477000,RUS,63,0 days 00:01:35.136000,42.0,3.0,,,0 days 00:00:30.570000,0 days 00:00:41.196000,0 days 00:00:23.370000,0 days 02:07:27.936000,0 days 02:08:09.132000,0 days 02:08:32.502000,236.0,265.0,282.0,294.0,False,HARD,11.0,True,Mercedes,0 days 02:06:57.341000,,1,4.0,,,False,True,Bahrain,2024,95.136,2,121.0,42.0,95.065,0.07099999999999795,-0.20349999999999113
0 days 02:10:07.670000,RUS,63,0 days 00:01:35.193000,43.0,3.0,,,0 days 00:00:30.626000,0 days 00:00:41.237000,0 days 00:00:23.330000,0 days 02:09:03.128000,0 days 02:09:44.365000,0 days 02:10:07.695000,235.0,265.0,282.0,294.0,False,HARD,12.0,True,Mercedes,0 days 02:08:32.477000,,1,4.0,,,False,True,Bahrain,2024,95.193,2,144.0,43.0,95.065,0.1280000000000001,-0.10200000000000387
0 days 02:11:42.832000,RUS,63,0 days 00:01:35.162000,44.0,3.0,,,0 days 00:00:30.573000,0 days 00:00:41.252000,0 days 00:00:23.337000,0 days 02:10:38.268000,0 days 02:11:19.520000,0 days 02:11:42.857000,236.0,265.0,281.0,295.0,False,HARD,13.0,True,Mercedes,0 days 02:10:07.670000,,1,4.0,,,False,True,Bahrain,2024,95.162,2,169.0,44.0,95.065,0.09700000000000841,-0.1839999999999975
0 days 02:13:18.108000,RUS,63,0 days 00:01:35.276000,45.0,3.0,,,0 days 00:00:30.599000,0 days 00:00:41.328000,0 days 00:00:23.349000,0 days 02:12:13.456000,0 days 02:12:54.784000,0 days 02:13:18.133000,236.0,267.0,283.0,300.0,False,HARD,14.0,True,Mercedes,0 days 02:11:42.832000,,1,4.0,,,False,True,Bahrain,2024,95.276,2,196.0,45.0,95.065,0.21099999999999852,-0.043500000000008754
0 days 02:14:54.765000,RUS,63,0 days 00:01:36.657000,46.0,3.0,,,0 days 00:00:30.649000,0 days 00:00:42.244000,0 days 00:00:23.764000,0 days 02:13:48.782000,0 days 02:14:31.026000,0 days 02:14:54.790000,236.0,263.0,288.0,302.0,False,HARD,15.0,True,Mercedes,0 days 02:13:18.108000,,1,5.0,,,False,True,Bahrain,2024,96.657,2,225.0,46.0,95.065,1.5919999999999987,1.2180000000000035
0 days 02:16:30.570000,RUS,63,0 days 00:01:35.805000,47.0,3.0,,,0 days 00:00:30.525000,0 days 00:00:41.724000,0 days 00:00:23.556000,0 days 02:15:25.315000,0 days 02:16:07.039000,0 days 02:16:30.595000,233.0,264.0,283.0,323.0,False,HARD,16.0,True,Mercedes,0 days 02:14:54.765000,,1,5.0,,,False,True,Bahrain,2024,95.805,2,256.0,47.0,95.065,0.7400000000000091,0.1599999999999966
0 days 02:18:06.629000,RUS,63,0 days 00:01:36.059000,48.0,3.0,,,0 days 00:00:30.794000,0 days 00:00:41.795000,0 days 00:00:23.470000,0 days 02:17:01.389000,0 days 02:17:43.184000,0 days 02:18:06.654000,234.0,251.0,282.0,305.0,False,HARD,17.0,True,Mercedes,0 days 02:16:30.570000,,1,5.0,,,False,True,Bahrain,2024,96.059,2,289.0,48.0,95.065,0.9939999999999998,0.17099999999999227
0 days 02:19:42.583000,RUS,63,0 days 00:01:35.954000,49.0,3.0,,,0 days 00:00:30.723000,0 days 00:00:41.727000,0 days 00:00:23.504000,0 days 02:18:37.377000,0 days 02:19:19.104000,0 days 02:19:42.608000,236.0,258.0,283.0,299.0,False,HARD,18.0,True,Mercedes,0 days 02:18:06.629000,,1,5.0,,,False,True,Bahrain,2024,95.954,2,324.0,49.0,95.065,0.8889999999999958,0.15999999999998238
0 days 02:21:18.764000,RUS,63,0 days 00:01:36.181000,50.0,3.0,,,0 days 00:00:30.691000,0 days 00:00:41.930000,0 days 00:00:23.560000,0 days 02:20:13.299000,0 days 02:20:55.229000,0 days 02:21:18.789000,234.0,260.0,282.0,300.0,False,HARD,19.0,True,Mercedes,0 days 02:19:42.583000,,1,5.0,,,False,True,Bahrain,2024,96.181,2,361.0,50.0,95.065,1.1159999999999997,0.35899999999999466
0 days 02:22:54.616000,RUS,63,0 days 00:01:35.852000,51.0,3.0,,,0 days 00:00:30.639000,0 days 00:00:41.734000,0 days 00:00:23.479000,0 days 02:21:49.428000,0 days 02:22:31.162000,0 days 02:22:54.641000,236.0,261.0,282.0,305.0,False,HARD,20.0,True,Mercedes,0 days 02:21:18.764000,,1,5.0,,,False,True,Bahrain,2024,95.852,2,400.0,51.0,95.065,0.7870000000000061,-0.060000000000002274
0 days 02:24:30.802000,RUS,63,0 days 00:01:36.186000,52.0,3.0,,,0 days 00:00:30.678000,0 days 00:00:41.927000,0 days 00:00:23.581000,0 days 02:23:25.319000,0 days 02:24:07.246000,0 days 02:24:30.827000,237.0,257.0,283.0,303.0,False,HARD,21.0,True,Mercedes,0 days 02:22:54.616000,,1,5.0,,,False,True,Bahrain,2024,96.186,2,441.0,52.0,95.065,1.1210000000000093,0.1805000000000092
0 days 02:26:06.781000,RUS,63,0 days 00:01:35.979000,53.0,3.0,,,0 days 00:00:30.752000,0 days 00:00:41.740000,0 days 00:00:23.487000,0 days 02:25:01.579000,0 days 02:25:43.319000,0 days 02:26:06.806000,237.0,263.0,283.0,302.0,False,HARD,22.0,True,Mercedes,0 days 02:24:30.802000,,1,5.0,,,False,True,Bahrain,2024,95.979,2,484.0,53.0,95.065,0.9140000000000015,-0.00750000000000739
0 days 02:27:42.794000,RUS,63,0 days 00:01:36.013000,54.0,3.0,,,0 days 00:00:30.744000,0 days 00:00:41.687000,0 days 00:00:23.582000,0 days 02:26:37.550000,0 days 02:27:19.237000,0 days 02:27:42.819000,236.0,261.0,282.0,302.0,False,HARD,23.0,True,Mercedes,0 days 02:26:06.781000,,1,5.0,,,False,True,Bahrain,2024,96.013,2,529.0,54.0,95.065,0.9480000000000075,-0.046999999999997044
0 days 02:29:18.945000,RUS,63,0 days 00:01:36.151000,55.0,3.0,,,0 days 00:00:30.818000,0 days 00:00:41.709000,0 days 00:00:23.624000,0 days 02:28:13.637000,0 days 02:28:55.346000,0 days 02:29:18.970000,237.0,263.0,282.0,303.0,False,HARD,24.0,True,Mercedes,0 days 02:27:42.794000,,1,5.0,,,False,True,Bahrain,2024,96.151,2,576.0,55.0,95.065,1.0859999999999985,-0.029000000000010573
0 days 02:30:55.295000,RUS,63,0 days 00:01:36.350000,56.0,3.0,,,0 days 00:00:30.808000,0 days 00:00:41.885000,0 days 00:00:23.657000,0 days 02:29:49.778000,0 days 02:30:31.663000,0 days 02:30:55.320000,236.0,263.0,282.0,298.0,False,HARD,25.0,True,Mercedes,0 days 02:29:18.945000,,1,5.0,,,False,True,Bahrain,2024,96.35,2,625.0,56.0,95.065,1.2849999999999966,0.25
0 days 02:32:31.735000,RUS,63,0 days 00:01:36.440000,57.0,3.0,,,0 days 00:00:30.765000,0 days 00:00:42.018000,0 days 00:00:23.657000,0 days 02:31:26.085000,0 days 02:32:08.103000,0 days 02:32:31.760000,235.0,261.0,283.0,300.0,False,HARD,26.0,True,Mercedes,0 days 02:30:55.295000,,1,5.0,,,False,True,Bahrain,2024,96.44,2,676.0,57.0,95.065,1.375,0.41100000000000136
0 days 01:01:42.373000,NOR,4,0 days 00:01:42.168000,1.0,1.0,,,,0 days 00:00:43.309000,0 days 00:00:24.244000,,0 days 01:01:18.216000,0 days 01:01:42.506000,233.0,247.0,278.0,237.0,False,SOFT,4.0,False,McLaren,0 days 00:59:59.911000,,12,7.0,,,False,False,Bahrain,2024,102.168,0,16.0,1.0,94.476,7.692000000000007,1.5480000000000018
0 days 01:03:20.383000,NOR,4,0 days 00:01:38.010000,2.0,1.0,,,0 days 00:00:31.353000,0 days 00:00:42.618000,0 days 00:00:24.039000,0 days 01:02:13.749000,0 days 01:02:56.367000,0 days 01:03:20.406000,231.0,249.0,285.0,298.0,True,SOFT,5.0,False,McLaren,0 days 01:01:42.373000,,1,7.0,,,False,True,Bahrain,2024,98.01,0,25.0,2.0,94.476,3.534000000000006,-0.262999999999991
0 days 01:04:58.170000,NOR,4,0 days 00:01:37.787000,3.0,1.0,,,0 days 00:00:31.112000,0 days 00:00:42.476000,0 days 00:00:24.199000,0 days 01:03:51.518000,0 days 01:04:33.994000,0 days 01:04:58.193000,229.0,254.0,275.0,318.0,True,SOFT,6.0,False,McLaren,0 days 01:03:20.383000,,1,6.0,,,False,True,Bahrain,2024,97.787,0,36.0,3.0,94.476,3.311000000000007,-0.563999999999993
0 days 01:06:35.620000,NOR,4,0 days 00:01:37.450000,4.0,1.0,,,0 days 00:00:31.115000,0 days 00:00:42.193000,0 days 00:00:24.142000,0 days 01:05:29.308000,0 days 01:06:11.501000,0 days 01:06:35.643000,232.0,253.0,276.0,294.0,True,SOFT,7.0,False,McLaren,0 days 01:04:58.170000,,1,6.0,,,False,True,Bahrain,2024,97.45,0,49.0,4.0,94.476,2.9740000000000038,-0.8485000000000014
0 days 01:08:13.414000,NOR,4,0 days 00:01:37.794000,5.0,1.0,,,0 days 00:00:31.258000,0 days 00:00:42.379000,0 days 00:00:24.157000,0 days 01:07:06.901000,0 days 01:07:49.280000,0 days 01:08:13.437000,227.0,248.0,276.0,294.0,True,SOFT,8.0,False,McLaren,0 days 01:06:35.620000,,1,6.0,,,False,True,Bahrain,2024,97.794,0,64.0,5.0,94.476,3.317999999999998,-0.6354999999999933
0 days 01:09:51.310000,NOR,4,0 days 00:01:37.896000,6.0,1.0,,,0 days 00:00:31.027000,0 days 00:00:42.622000,0 days 00:00:24.247000,0 days 01:08:44.464000,0 days 01:09:27.086000,0 days 01:09:51.333000,227.0,248.0,276.0,301.0,False,SOFT,9.0,False,McLaren,0 days 01:08:13.414000,,1,6.0,,,False,True,Bahrain,2024,97.896,0,81.0,6.0,94.476,3.4200000000000017,-0.3760000000000048
0 days 01:11:29.170000,NOR,4,0 days 00:01:37.860000,7.0,1.0,,,0 days 00:00:31.074000,0 days 00:00:42.514000,0 days 00:00:24.272000,0 days 01:10:22.407000,0 days 01:11:04.921000,0 days 01:11:29.193000,229.0,246.0,276.0,302.0,False,SOFT,10.0,False,McLaren,0 days 01:09:51.310000,,1,6.0,,,False,True,Bahrain,2024,97.86,0,100.0,7.0,94.476,3.3840000000000003,-0.6490000000000009
0 days 01:13:07.304000,NOR,4,0 days 00:01:38.134000,8.0,1.0,,,0 days 00:00:31.171000,0 days 00:00:42.688000,0 days 00:00:24.275000,0 days 01:12:00.364000,0 days 01:12:43.052000,0 days 01:13:07.327000,227.0,247.0,277.0,303.0,False,SOFT,11.0,False,McLaren,0 days 01:11:29.170000,,1,6.0,,,False,True,Bahrain,2024,98.134,0,121.0,8.0,94.476,3.6580000000000013,-0.2330000000000041
0 days 01:14:45.368000,NOR,4,0 days 00:01:38.064000,9.0,1.0,,,0 days 00:00:31.051000,0 days 00:00:42.721000,0 days 00:00:24.292000,0 days 01:13:38.378000,0 days 01:14:21.099000,0 days 01:14:45.391000,228.0,250.0,276.0,302.0,False,SOFT,12.0,False,McLaren,0 days 01:13:07.304000,,1,6.0,,,False,True,Bahrain,2024,98.064,0,144.0,9.0,94.476,3.587999999999994,-0.5355000000000132
0 days 01:16:23.304000,NOR,4,0 days 00:01:37.936000,10.0,1.0,,,0 days 00:00:31.019000,0 days 00:00:42.563000,0 days 00:00:24.354000,0 days 01:15:16.410000,0 days 01:15:58.973000,0 days 01:16:23.327000,228.0,249.0,276.0,302.0,False,SOFT,13.0,False,McLaren,0 days 01:14:45.368000,,12,6.0,,,False,True,Bahrain,2024,97.936,0,169.0,10.0,94.476,3.460000000000008,-0.28549999999998477
0 days 01:18:01.476000,NOR,4,0 days 00:01:38.172000,11.0,1.0,,,0 days 00:00:31.163000,0 days 00:00:42.740000,0 days 00:00:24.269000,0 days 01:16:54.490000,0 days 01:17:37.230000,0 days 01:18:01.499000,229.0,250.0,277.0,302.0,False,SOFT,14.0,False,McLaren,0 days 01:16:23.304000,,1,5.0,,,False,True,Bahrain,2024,98.172,0,196.0,11.0,94.476,3.695999999999998,-0.06400000000000716
0 days 01:19:39.558000,NOR,4,0 days 00:01:38.082000,12.0,1.0,,,0 days 00:00:31.232000,0 days 00:00:42.561000,0 days 00:00:24.289000,0 days 01:18:32.731000,0 days 01:19:15.292000,0 days 01:19:39.581000,229.0,251.0,277.0,300.0,False,SOFT,15.0,False,McLaren,0 days 01:18:01.476000,,1,4.0,,,False,True,Bahrain,2024,98.082,0,225.0,12.0,94.476,3.6059999999999945,0.18799999999998818
0 days 01:24:54.875000,NOR,4,0 days 00:01:36.912000,15.0,2.0,,,0 days 00:00:31.011000,0 days 00:00:42.058000,0 days 00:00:23.843000,0 days 01:23:48.997000,0 days 01:24:31.055000,0 days 01:24:54.898000,234.0,244.0,279.0,294.0,True,HARD,2.0,True,McLaren,0 days 01:23:17.963000,,1,8.0,,,False,True,Bahrain,2024,96.912,2,4.0,15.0,94.476,2.436000000000007,-0.3634999999999877
